table_id,sentence_id,sub_sentence_id,text,coordinates,input_text,aggregation,output_text
103_totto12217-1,0,1,eintracht frankfurt [ANSWER],"[[5, 0], [5, 1]]",eintracht frankfurt 1 july 1994,none,jupp heynckes was the manager of eintracht frankfurt from 1 july 1994 to 2 april 1995
103_totto12283-3,0,1,2016-17 [ANSWER],"[[3, 1], [2, 0]]",2016-17 vojvodina,none,zlicic played for vojvodina in the 2016-17 superliga season
103_totto12290-4,0,1,"league goal milan total (24, 3)","[[1, 3], [5, 0], [24, 0], [24, 3]]",goals milan total 122.0,none,"in total, rivera played for milan and scored 122 league goals in 501 appearances, with a total of 164 goals in 658 appearances"
1042,5997,1,"in 2018 in 2019 cannabis consumers who reported not paying with family and friends (9, 2) (9, 6)","[[0, 1], [0, 5], [4, 0], [9, 0], [9, 2], [9, 6]]",before legalization after legalization $0 friends and family 77.1 69.8,none,"analysis of ncs data show, for example, that legalization changed little for the approximately one-quarter of cannabis consumers who reported not paying for the cannabis they used (data not shown), and as before the majority (69.8% in 2019 and 77.1% in 2018) of those who reported not paying, continued to report that they got (or share) at least some of their cannabis with (or from) family and friends"
1042,5999,1,in 2018 in 2019 highest spenders [ANSWER],"[[0, 1], [0, 5], [25, 0], [27, 0]]",before legalization after legalization $251 or more illegal,none,"also, use of illegal cannabis by the highest spenders decreased"
1044,6006,1,"private incorporated businesses owned by immigrants in the kbi sector (27, 1)","[[0, 1], [1, 1], [27, 0], [27, 1]]",private incorporated firms immigrant-owned knowledge-based industries 13.2,none,"as shown at the bottom of table 3, 13.2% of private incorporated businessesowned by immigrants were located in the kbi sector"
1044,6006,2,"private incorporated businesses canadian-born in the kbi sector (27, 2)","[[0, 1], [1, 2], [27, 0], [27, 2]]",private incorporated firms canadian-born-owned knowledge-based industries 11.1,none,11.1% of private incorporated businesses owned by the canadian-born were located in the kbi sector
1044,6014,1,"primarily self-employed immigrant businesses in the kbi sector (27, 3)","[[0, 3], [1, 3], [27, 0], [27, 3]]",primarily self-employed immigrant-owned knowledge-based industries 8.0,none,"among the primarily self-employed, 8.0% of immigrant businesses were in the kbi sector"
1044,6014,2,"primarily self-employed canadian-born owned businesses in the kbi sector (27, 4)","[[0, 3], [1, 4], [27, 0], [27, 4]]",primarily self-employed canadian-born-owned knowledge-based industries 7.4,none,canadian-born owned businesses has a rate of 7.4%
1044,6014,3,immigrant canadian-owned businesses among the primarily self-employed [ANSWER],"[[1, 3], [1, 4], [0, 3], [11, 0]]",immigrant-owned canadian-born-owned primarily self-employed lessors of real estate,argmax,"large and comparable shares of immigrant- and canadian-owned businesses were in real estate (lessors of real estate), at 17.0% and 16.3% respectively"
1046,6020,1,[ANSWER] in knowledge-based industries,"[[1, 3], [5, 0]]",economic knowledge-based industries,argmax,the economic class had the highest relative rates of primary self-employment in kbis
1046,6020,2,[ANSWER] in engineering and it industries,"[[1, 3], [6, 0]]",economic engineering and information technology,argmax,the economic class had the highest relative rates of primary self-employment in engineering and it industries
1047,6022,1,"private incorporated companies owned by the economic class pas kowledge-based industries (27, 2)","[[1, 2], [27, 0], [27, 2]]",economic knowledge-based industries 22.9,none,22.9% were in kbis
1047,6022,2,"private incorporated companies owned by the economic class pas in retail trade food services (21, 2) (8, 2)","[[1, 2], [8, 0], [21, 0], [21, 2], [8, 2]]",economic retail trade food services and drinking places 7.9 10.7,sum,almost one-fifth were in retail trade or food services
1047,6023,1,"of the incorporated businesses owned by dependants of economic pas in retail trade food services (21, 4) (8, 4)","[[1, 4], [8, 0], [21, 0], [21, 4], [8, 4]]",dependants retail trade food services and drinking places 9.5 12.4,sum,"of the incorporated businesses owned by dependants of economic pas, 21.9% were in retail trade or food services"
1047,6023,2,"of the incorporated businesses owned by dependants of economic pas kowledge-based industries (27, 4)","[[1, 4], [27, 0], [27, 4]]",dependants knowledge-based industries 14.4,none,"of the incorporated businesses owned by dependants of economic pas, 14.4% were in kbis"
1047,6024,1,primary self-employment among economic class dependants [ANSWER],"[[1, 4], [8, 0], [17, 0], [11, 0]]",dependants retail trade services to buildings and dwellings lessors of real estate,topk-argmax,"primary self-employment among economic class dependants was concentrated in real estate leasing, services to buildings and dwellings, and retail trade"
1049,6030,1,physically assaulted sexually assaulted since age 15 who did not have a disability [ANSWER],"[[0, 7], [0, 10], [20, 0], [19, 0]]",physical assault since age 15 sexual assault since age 15 person without disability person with disability,pair-argmax,"in addition, sexual minority canadians with a disability were more likely to report that they had been physically assaulted (55%) and sexually assaulted (46%) since age 15 than those who did not have a disability"
1049,6031,1,both types of violent victimization since age 15 those of non-indigenous sexual minorities [ANSWER],"[[0, 7], [0, 10], [23, 0], [22, 0]]",physical assault since age 15 sexual assault since age 15 non-indigenous person indigenous person,pair-argmax,"sexual minority people who self-identified as indigenous also experienced a higher prevalence of both types of violent victimization since age 15-73% of indigenous sexual minorities had been physically assaulted and 65% had been sexually assaulted, compared with 45% and 37% of non-indigenous sexual minorities, respectively"
1049,6032,1,have experienced an inappropriate behaviour in public those who did not have a disability [ANSWER],"[[0, 1], [20, 0], [19, 0]]",experienced unwanted behaviours in public in the past 12 months person without disability person with disability,pair-argmax,sexual minority canadians with a disability (67%) were also more likely to have experienced an inappropriate behaviour in public during this time frame than those who did not have a disability
1049,6033,1,have experienced an inappropriate behaviour while online without a disability [ANSWER],"[[0, 4], [20, 0], [19, 0]]",experienced unwanted behaviours online in the past 12 months person without disability person with disability,pair-argmax,"like inappropriate behaviours experienced in public, sexual minority canadians with a disability were more likely than those without a disability to have experienced an inappropriate behaviour while online"
1049,6034,1,experienced inappropriate behaviours online non-indigenous sexual minorities [ANSWER],"[[0, 4], [23, 0], [22, 0]]",experienced unwanted behaviours online in the past 12 months non-indigenous person indigenous person,pair-argmax,"in addition, a larger proportion of indigenous sexual minorities (62%) experienced inappropriate behaviours online than non-indigenous sexual minorities"
104_totto12328-1,0,1,compete [ANSWER],"[[0, 4], [0, 6], [0, 8], [0, 10], [0, 12]]",total spl scottish cup league cup europa league,none,"dundee united competed in the scottish premier league, the europa league, the scottish cup and the league cup"
104_totto12361-4,0,1,"yards receiving 2010 (4, 12)","[[1, 12], [4, 0], [4, 12]]",rec-yards 2010.0 282.0,none,"ingram jr finished the season with 158 carries, 13 touchdowns and with 282 yards receiving and a touchdown in 2010"
1054,6064,1,"had experienced an inappropriate behaviour in public bisexual women (13, 2)","[[0, 1], [11, 0], [13, 0], [13, 2]]",experienced unwanted behaviours in public in the past 12 months bisexual female gender 76.4,none,"in particular, more than three-quarters (76%) of bisexual women reported that they had experienced an inappropriate behaviour in public"
1054,6064,2,had experienced an inappropriate behaviour in public [ANSWER],"[[0, 1], [13, 0]]",experienced unwanted behaviours in public in the past 12 months female gender,argmax,"of all sexual minority groups, bisexual women has the highest proportion of reporting that they had experienced an inappropriate behaviour in public"
1054,6066,1,"experienced unwanted behaviours online in the past 12 months bisexual men (12, 6)","[[0, 5], [11, 0], [12, 0], [12, 6]]",experienced unwanted behaviours online in the past 12 months bisexual male gender 40.3,none,"among bisexual men, the same was true for roughly 66,000 individuals, or 40% of all bisexual men aged 15 and older"
1056,6072,1,"all sexual minority canadians aged 15 and older mental health was poor or fair (5, 13)","[[0, 13], [5, 0], [5, 13]]",total sexual minority negative 32.1,none,"when asked to self-rate their mental health, one-third (32%) of all sexual minority canadians aged 15 and older stated that their mental health was poor or fair"
1056,6073,1,"bisexual canadians gay or lesbian canadians poor or fair mental health (5, 7) (5, 4)","[[0, 7], [0, 4], [5, 0], [5, 7], [5, 4]]",bisexual gay or lesbian negative 40.9 19.7,none,"more specifically, four in ten (41%) bisexual canadians and one in five (20%) gay or lesbian canadians reported poor or fair mental health"
1056,6074,1,"heterosexual canadians poor or fair mental health (5, 1)","[[0, 1], [5, 0], [5, 1]]",heterosexual negative 10.7,none,"comparatively, poor or fair mental health was reported by one in ten (11%) heterosexual canadians"
1056,6075,1,"sexual minority canadians diagnosed with a mood or anxiety disorder (7, 13)","[[0, 13], [7, 0], [7, 13]]",total sexual minority diagnosed mood or anxiety disorder 41.1,none,just over four in ten (41%) sexual minority canadians reported that they had been diagnosed with a mood or anxiety disorder
1056,6075,2,"heterosexual canadians a mood or anxiety disorder diagnosis (7, 1)","[[0, 1], [7, 0], [7, 1]]",heterosexual diagnosed mood or anxiety disorder 16.4,none,16% of heterosexual canadians have reported a mood or anxiety disorder diagnosis
1056,6076,1,"bisexual canadians diagnosed with a mood or anxiety disorder (7, 7)","[[0, 7], [7, 0], [7, 7]]",bisexual diagnosed mood or anxiety disorder 50.8,none,"among sexual minorities, more than half (51%) of bisexual canadians reported they had been diagnosed with a mood or anxiety disorder"
1056,6077,1,"gay or lesbian canadians diagnosed mood or anxiety disorder (7, 4)","[[0, 4], [7, 0], [7, 4]]",gay or lesbian diagnosed mood or anxiety disorder 29.6,none,"meanwhile, the same was reported by one-third (30%) of gay or lesbian canadians"
1056,6077,2,"those who were a sexual minority not elsewhere classified diagnosed mood or anxiety disorder (7, 10)","[[0, 10], [7, 0], [7, 10]]",sexual orientation n.e.c diagnosed mood or anxiety disorder 40.9,none,the same was reported by 41% of those who were a sexual minority not elsewhere classified
1056,6078,1,"heterosexual canadians had seriously contemplated suicide at some point in their lives (6, 1)","[[0, 1], [6, 0], [6, 1]]",heterosexual ever seriously contemplated suicide 14.9,none,15% of heterosexual canadians reported that they had seriously contemplated suicide at some point in their lives
1056,6078,2,"sexual minority canadians had seriously contemplated suicide at some point in their lives (6, 13)","[[0, 13], [6, 0], [6, 13]]",total sexual minority ever seriously contemplated suicide 40.1,none,40% of sexual minority canadians reported the same
1056,6079,1,gay or lesbian bisexual people a sexual orientation not elsewhere classified [ANSWER] had contemplated suicide,"[[0, 4], [0, 7], [0, 10], [0, 1], [6, 0]]",gay or lesbian bisexual sexual orientation n.e.c heterosexual ever seriously contemplated suicide,argmin,"again, gay or lesbian, and bisexual people, as well as those who reported a sexual orientation not elsewhere classified, were much more likely than heterosexual canadians to report that they had contemplated suicide"
